,mean,date
453483.0,15409.641540366463,2011-02-01
453485.0,15384.626210129538,2011-02-01
453492.0,15402.431659196252,2011-02-01
453494.0,15464.39853281099,2011-02-01
453487.0,15486.259696222594,2011-02-01
453489.0,15435.931520342976,2011-02-01
453496.0,15373.00652688395,2011-02-01
453498.0,15382.414775189103,2011-02-01
453806.0,15312.453201918848,2011-02-01
453808.0,15265.348553189047,2011-02-01
454062.0,15333.650753157492,2011-02-01
454064.0,15137.043762503192,2011-02-01
454066.0,15102.398932741762,2011-02-01
454068.0,15206.081788743606,2011-02-01
452411.0,14962.353199014216,2011-02-01
452413.0,14957.341837541477,2011-02-01
452415.0,14946.736964778298,2011-02-01
452417.0,14934.95851794791,2011-02-01
452419.0,14920.954470727236,2011-02-01
452431.0,15057.816896885137,2011-02-01
452433.0,14891.916710091473,2011-02-01
452435.0,15017.17919760455,2011-02-01
452437.0,14852.565073909953,2011-02-01
453146.0,15156.923123555163,2011-02-01
453148.0,15103.074021596933,2011-02-01
453240.0,15157.828397910467,2011-02-01
453260.0,15159.736740698449,2011-02-01
453280.0,15158.044423101954,2011-02-01
453292.0,15148.024655124613,2011-02-01
453294.0,15173.396344798515,2011-02-01
453296.0,15217.410102004673,2011-02-01
453298.0,15216.554214345317,2011-02-01
453464.0,15196.418618790623,2011-02-01
453482.0,15457.823366653702,2011-02-01
453484.0,15478.852482787872,2011-02-01
453486.0,15448.343471634986,2011-02-01
453488.0,15458.328339627264,2011-02-01
452438.0,15125.653465373189,2011-02-01
453471.0,15478.204331017185,2011-03-01
453473.0,15425.39054911183,2011-03-01
453475.0,15472.357518573905,2011-03-01
453477.0,15463.364432674807,2011-03-01
453479.0,15531.254908781408,2011-03-01
453491.0,15691.235708890998,2011-03-01
453493.0,15767.528639941387,2011-03-01
453495.0,15752.784538024498,2011-03-01
453497.0,15604.315758064153,2011-03-01
453499.0,15689.029069093318,2011-03-01
453801.0,15536.69509872232,2011-03-01
453803.0,15596.680501237774,2011-03-01
453805.0,15508.796226421671,2011-03-01
453807.0,15514.184240556971,2011-03-01
453809.0,15410.529054241497,2011-03-01
454061.0,15785.88251213949,2011-03-01
454063.0,15587.79518308462,2011-03-01
454065.0,15622.12786929771,2011-03-01
454067.0,15578.340771858268,2011-03-01
454069.0,15641.941277478529,2011-03-01
452100.0,15013.967609557438,2011-03-01
452300.0,15191.13316929842,2011-03-01
453141.0,15149.915097923353,2011-03-01
453143.0,15178.898952054382,2011-03-01
453145.0,15383.126895327405,2011-03-01
453147.0,15515.330145963124,2011-03-01
453149.0,15508.515604307884,2011-03-01
453210.0,15430.008361009968,2011-03-01
453230.0,15463.80257421048,2011-03-01
453250.0,15485.067586339152,2011-03-01
453270.0,15544.565826260565,2011-03-01
453291.0,15563.328155097972,2011-03-01
453293.0,15529.384850081518,2011-03-01
453295.0,15552.353102052257,2011-03-01
453297.0,15613.302150162308,2011-03-01
453299.0,15577.757683941769,2011-03-01
453410.0,15305.381467780377,2011-03-01
453430.0,15461.684222688278,2011-03-01
453450.0,15482.925390492152,2011-03-01
453461.0,15497.359184431987,2011-03-01
453463.0,15534.241886098356,2011-03-01
453478.0,15690.186428423563,2011-03-01
453481.0,15459.54780894206,2011-03-01
453483.0,15784.817783816425,2011-03-01
453485.0,15688.739341449596,2011-03-01
453492.0,15765.74870300554,2011-03-01
453494.0,15775.678829382645,2011-03-01
453487.0,15884.903441146906,2011-03-01
453489.0,15773.106508310064,2011-03-01
453496.0,15714.14574147273,2011-03-01
453498.0,15692.86576550926,2011-03-01
453806.0,15542.060189430356,2011-03-01
453808.0,15464.242306464195,2011-03-01
454062.0,15786.294560042164,2011-03-01
454064.0,15522.120785521383,2011-03-01
454066.0,15519.207776713372,2011-03-01
454068.0,15577.91346490625,2011-03-01
452411.0,15225.118077608116,2011-03-01
452413.0,15212.09119531368,2011-03-01
452415.0,15255.603503891338,2011-03-01
452417.0,15249.822819694493,2011-03-01
452419.0,15135.43429730136,2011-03-01
452431.0,15383.93350480393,2011-03-01
452433.0,15223.381613565463,2011-03-01
452435.0,15381.11505566026,2011-03-01
452437.0,15137.916438397117,2011-03-01
453146.0,15508.96784764703,2011-03-01
453148.0,15494.293686913865,2011-03-01
453240.0,15501.010837632492,2011-03-01
453260.0,15519.58564236848,2011-03-01
453280.0,15471.411346718443,2011-03-01
453292.0,15500.56419839276,2011-03-01
453294.0,15563.491287046303,2011-03-01
453296.0,15633.550017477744,2011-03-01
453298.0,15514.954395163437,2011-03-01
453464.0,15559.320128963538,2011-03-01
453482.0,15806.434204105824,2011-03-01
453484.0,15851.501678969778,2011-03-01
453486.0,15794.687296427372,2011-03-01
453488.0,15811.798542139486,2011-03-01
452438.0,15535.21864150696,2011-03-01
453471.0,15611.689492491012,2011-04-01
453473.0,15515.817011787954,2011-04-01
453475.0,15555.72181101668,2011-04-01
453477.0,15573.66604963902,2011-04-01
453479.0,15639.345725674317,2011-04-01
453491.0,15792.478990528703,2011-04-01
453493.0,15873.974458879617,2011-04-01
453495.0,15908.746055912825,2011-04-01
453497.0,15802.016748268874,2011-04-01
453499.0,15880.485526905672,2011-04-01
453801.0,15584.012909965142,2011-04-01
453803.0,15524.7161233485,2011-04-01
453805.0,15435.21161441887,2011-04-01
453807.0,15413.962879442524,2011-04-01
453809.0,15338.202378155638,2011-04-01
454061.0,15944.945783032104,2011-04-01
454063.0,15883.665727845402,2011-04-01
454065.0,15852.210416128177,2011-04-01
454067.0,15728.246885423963,2011-04-01
454069.0,15708.33337230239,2011-04-01
452100.0,15055.645500194823,2011-04-01
452300.0,15184.142007559329,2011-04-01
453141.0,15184.044066863977,2011-04-01
453143.0,15189.09142478488,2011-04-01
453145.0,15437.544988278043,2011-04-01
453147.0,15635.52618388635,2011-04-01
453149.0,15612.929690727218,2011-04-01
453210.0,15477.1436723289,2011-04-01
453230.0,15451.243488022586,2011-04-01
453250.0,15520.319816046363,2011-04-01
453270.0,15551.59875256178,2011-04-01
453291.0,15610.902300665011,2011-04-01
453293.0,15607.95290491426,2011-04-01
453295.0,15637.992335231223,2011-04-01
453297.0,15688.727199177258,2011-04-01
453299.0,15668.082232652345,2011-04-01
453410.0,15316.279740723105,2011-04-01
453430.0,15530.660472309415,2011-04-01
453450.0,15612.87768925871,2011-04-01
453461.0,15608.102093417305,2011-04-01
453463.0,15627.11727309189,2011-04-01
453478.0,15781.25310298441,2011-04-01
453481.0,15594.579403760314,2011-04-01
453483.0,15903.97652462853,2011-04-01
453485.0,15748.685044925523,2011-04-01
453492.0,15937.973883671111,2011-04-01
453494.0,15920.344561472564,2011-04-01
453487.0,15930.952160067962,2011-04-01
453489.0,15879.148743280895,2011-04-01
453496.0,15894.795814555464,2011-04-01
453498.0,15838.790658472735,2011-04-01
453806.0,15457.667056189151,2011-04-01
453808.0,15395.491559791142,2011-04-01
454062.0,15968.62706848733,2011-04-01
454064.0,15725.939383076724,2011-04-01
454066.0,15759.479758881203,2011-04-01
454068.0,15689.170953500368,2011-04-01
452411.0,15257.021522204688,2011-04-01
452413.0,15272.242006056527,2011-04-01
452415.0,15312.426877196012,2011-04-01
452417.0,15365.71206413944,2011-04-01
452419.0,15234.07800275806,2011-04-01
452431.0,15493.0370777044,2011-04-01
452433.0,15447.146483688344,2011-04-01
452435.0,15599.151912844323,2011-04-01
452437.0,15411.79609991277,2011-04-01
453146.0,15599.966039225576,2011-04-01
453148.0,15579.352489518098,2011-04-01
453240.0,15523.86566515703,2011-04-01
453260.0,15600.606430245827,2011-04-01
453280.0,15513.73523462472,2011-04-01
453292.0,15556.016166094025,2011-04-01
453294.0,15631.48021040772,2011-04-01
453296.0,15694.519036110214,2011-04-01
453298.0,15535.852416849551,2011-04-01
453464.0,15676.161507399776,2011-04-01
453482.0,15872.026963056556,2011-04-01
453484.0,15915.530407655546,2011-04-01
453486.0,15857.659299808396,2011-04-01
453488.0,15878.095449274502,2011-04-01
452438.0,15694.587530035978,2011-04-01
453471.0,15853.843506628134,2011-05-01
453473.0,15753.07744433283,2011-05-01
453475.0,15725.237328939684,2011-05-01
453477.0,15734.731083592187,2011-05-01
453479.0,15803.505875153476,2011-05-01
453491.0,15873.99385566279,2011-05-01
453493.0,15895.162160728349,2011-05-01
453495.0,15899.29895734944,2011-05-01
453497.0,15810.453139984313,2011-05-01
453499.0,15839.606403600425,2011-05-01
453801.0,15537.7053600961,2011-05-01
453803.0,15453.57235015654,2011-05-01
453805.0,15291.52368709747,2011-05-01
453807.0,15309.056106956246,2011-05-01
453809.0,15219.733622236185,2011-05-01
454061.0,15942.715652060886,2011-05-01
454063.0,16052.547904950146,2011-05-01
454065.0,16011.435437569478,2011-05-01
454067.0,15913.349997462195,2011-05-01
454069.0,15876.683906484575,2011-05-01
452100.0,15093.555087395862,2011-05-01
452300.0,15121.261613379418,2011-05-01
453141.0,15188.512337031178,2011-05-01
453143.0,15169.219622316195,2011-05-01
453145.0,15334.09419701448,2011-05-01
453147.0,15580.688869037762,2011-05-01
453149.0,15670.935423266505,2011-05-01
453210.0,15486.00213669544,2011-05-01
453230.0,15585.70839636966,2011-05-01
453250.0,15624.785569315292,2011-05-01
453270.0,15669.697867383977,2011-05-01
453291.0,15780.711624891035,2011-05-01
453293.0,15794.85744537333,2011-05-01
453295.0,15854.042971837558,2011-05-01
453297.0,15904.506821384237,2011-05-01
453299.0,15859.44080542724,2011-05-01
453410.0,15312.125157658507,2011-05-01
453430.0,15609.766260752702,2011-05-01
453450.0,15757.428710971388,2011-05-01
453461.0,15784.057667356868,2011-05-01
453463.0,15749.02090714073,2011-05-01
453478.0,15919.704535054689,2011-05-01
453481.0,15810.36014113151,2011-05-01
453483.0,15934.762644001474,2011-05-01
453485.0,15803.393627049712,2011-05-01
453492.0,15980.95726364084,2011-05-01
453494.0,15885.480762485782,2011-05-01
453487.0,15953.037527256856,2011-05-01
453489.0,15873.871399762407,2011-05-01
453496.0,15930.705442434128,2011-05-01
453498.0,15859.056213548964,2011-05-01
453806.0,15334.1302526054,2011-05-01
453808.0,15237.33403980926,2011-05-01
454062.0,16028.309238906577,2011-05-01
454064.0,15889.030170312904,2011-05-01
454066.0,15948.734472075816,2011-05-01
454068.0,15835.045196652638,2011-05-01
452411.0,15174.38961905716,2011-05-01
452413.0,15160.922946887353,2011-05-01
452415.0,15193.336717493628,2011-05-01
452417.0,15297.111412190889,2011-05-01
452419.0,15200.385402042826,2011-05-01
452431.0,15456.704484198832,2011-05-01
452433.0,15474.17466285902,2011-05-01
452435.0,15669.148218138313,2011-05-01
452437.0,15425.980161676773,2011-05-01
453146.0,15615.19984465801,2011-05-01
453148.0,15612.852932933927,2011-05-01
453240.0,15574.081556418152,2011-05-01
453260.0,15704.885339512415,2011-05-01
453280.0,15648.375373616616,2011-05-01
453292.0,15672.642745348574,2011-05-01
453294.0,15797.837942814584,2011-05-01
453296.0,15877.561065915215,2011-05-01
453298.0,15722.003519448055,2011-05-01
453464.0,15883.219385121964,2011-05-01
453482.0,15898.445358287629,2011-05-01
453484.0,15946.694746385385,2011-05-01
453486.0,15848.806592253468,2011-05-01
453488.0,15900.210532435924,2011-05-01
452438.0,15762.459557964565,2011-05-01
453471.0,15853.248842382203,2011-06-01
453473.0,15745.296714493945,2011-06-01
453475.0,15746.605454323815,2011-06-01
453477.0,15731.20188406527,2011-06-01
453479.0,15710.99240558125,2011-06-01
453491.0,15740.47544072486,2011-06-01
453493.0,15747.417811803643,2011-06-01
453495.0,15735.359628555514,2011-06-01
453497.0,15710.25044548284,2011-06-01
453499.0,15690.848953654126,2011-06-01
453801.0,15612.449018678388,2011-06-01
453803.0,15478.477650357554,2011-06-01
453805.0,15243.365506035412,2011-06-01
453807.0,15120.536905821104,2011-06-01
453809.0,14994.34558212697,2011-06-01
454061.0,15738.749742912809,2011-06-01
454063.0,15828.17135575304,2011-06-01
454065.0,15844.4997155173,2011-06-01
454067.0,15792.14591090555,2011-06-01
454069.0,15766.045597540387,2011-06-01
452100.0,15111.773666834955,2011-06-01
452300.0,15117.825080898216,2011-06-01
453141.0,15320.195826247453,2011-06-01
453143.0,15293.073599483969,2011-06-01
453145.0,15373.489155090543,2011-06-01
453147.0,15437.177283427432,2011-06-01
453149.0,15528.863623176436,2011-06-01
453210.0,15432.087251226596,2011-06-01
453230.0,15630.658892348518,2011-06-01
453250.0,15644.193484177198,2011-06-01
453270.0,15680.940127909462,2011-06-01
453291.0,15776.363531825456,2011-06-01
453293.0,15791.414268330902,2011-06-01
