JD,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2016,y2018,y2019,y2020,y2021
326.0,264.23,265.76,262.8,264.63,256.98,260.58,260.18,258.81,260.42,258.81,257.74,264.6,262.86,261.7,260.09,264.66,262.07,263.26,263.69,0.0
327.0,264.2,265.73,262.77,264.67,256.98,260.58,260.12,258.81,260.39,258.78,257.71,264.57,262.83,261.67,260.09,264.66,262.04,263.26,263.66,0.0
328.0,264.17,265.64,262.74,264.51,256.98,260.52,260.06,258.78,260.39,258.78,257.68,264.54,262.83,261.67,260.09,264.66,262.01,263.26,263.66,0.0
329.0,264.14,265.61,262.71,264.48,256.98,260.48,260.0,258.75,260.36,258.75,257.68,264.51,262.8,261.64,260.09,264.63,262.01,263.26,263.62,0.0
330.0,264.11,265.54,262.68,264.45,256.98,260.45,259.97,258.75,260.33,258.75,257.68,264.48,262.8,261.64,260.09,264.6,261.98,263.26,263.62,0.0
331.0,264.11,265.51,262.65,264.39,256.98,260.42,259.91,258.72,260.3,258.72,257.68,264.45,262.8,261.61,260.09,264.57,261.98,263.26,263.62,0.0
332.0,264.09,265.48,262.62,264.33,256.98,260.39,259.85,258.69,260.3,258.69,257.68,264.45,262.77,261.61,260.09,264.51,261.98,263.26,263.59,0.0
333.0,264.08,265.45,262.59,264.26,256.98,260.36,259.78,258.69,260.3,258.66,257.68,264.45,262.77,261.58,260.09,264.51,261.95,263.26,263.59,0.0
334.0,264.08,265.39,262.56,264.17,256.98,260.33,259.72,258.69,260.27,258.63,257.65,264.42,262.74,261.58,260.09,264.51,261.95,263.26,263.56,0.0
335.0,264.05,265.3,262.53,264.17,256.98,260.3,259.69,258.69,260.27,258.63,257.65,264.39,262.74,261.58,260.09,264.48,261.95,263.26,263.56,0.0
336.0,264.02,265.24,262.5,264.11,256.98,260.27,259.63,258.66,260.27,258.59,257.65,264.36,262.71,261.55,260.09,264.45,261.95,263.23,263.5,0.0
337.0,263.99,265.18,262.47,264.05,256.98,260.24,259.6,258.66,260.27,258.56,257.62,264.33,262.71,261.55,0.0,264.41,261.91,263.23,263.47,0.0
338.0,263.96,265.12,262.44,264.02,256.98,260.21,259.54,258.66,260.24,258.53,257.62,264.3,262.68,261.52,260.09,264.38,261.88,0.0,263.47,0.0
339.0,263.9,265.06,262.41,263.96,256.98,260.18,259.51,258.63,260.24,258.5,257.62,264.26,262.65,261.49,260.09,264.35,261.85,263.16,263.38,0.0
340.0,263.84,265.03,262.38,263.9,256.98,260.15,259.45,258.63,260.21,258.47,257.62,264.23,262.62,261.49,260.09,264.32,261.82,263.13,263.35,0.0
341.0,263.78,265.0,262.34,263.87,256.98,260.12,259.39,258.59,260.21,258.47,257.62,264.2,262.56,261.46,260.09,264.29,261.76,263.1,263.32,0.0
342.0,263.72,264.94,262.31,263.82,256.95,260.06,259.36,258.59,260.21,258.44,257.62,264.17,262.53,261.43,260.09,264.26,261.73,263.07,263.32,0.0
343.0,263.66,264.87,262.28,263.78,256.95,260.0,259.3,258.56,260.21,258.44,257.62,264.14,262.5,261.4,260.09,264.23,261.67,263.04,263.29,0.0
344.0,263.62,264.81,262.25,263.75,256.95,259.97,259.24,258.56,260.21,258.41,257.59,264.11,262.47,261.37,260.06,264.2,261.64,263.01,263.32,0.0
345.0,263.59,264.75,262.19,263.69,256.95,259.94,259.17,258.53,260.18,258.38,257.59,264.08,262.44,261.34,260.06,264.17,261.61,262.98,263.32,0.0
346.0,263.56,264.69,262.13,263.66,256.95,259.91,259.11,258.53,260.18,258.38,257.59,264.05,262.41,261.34,260.06,264.08,261.58,262.95,263.13,0.0
347.0,263.53,264.63,262.07,263.62,256.95,259.88,259.05,258.5,260.18,258.38,257.56,264.02,262.38,261.31,260.06,264.05,261.55,262.95,263.1,0.0
348.0,263.47,264.6,262.01,263.68,256.95,259.85,258.99,258.5,260.18,258.35,257.56,263.99,262.34,261.28,260.06,264.02,261.49,262.92,263.07,0.0
349.0,263.44,264.57,261.98,263.53,256.95,259.81,258.93,258.5,260.18,258.35,257.56,263.96,262.31,261.25,0.0,263.96,261.43,262.89,263.07,0.0
350.0,263.38,264.51,261.95,263.47,256.95,259.78,258.84,258.47,260.15,258.32,257.53,263.93,262.28,261.22,0.0,263.93,261.4,262.86,262.98,0.0
351.0,263.32,264.45,261.92,263.44,256.95,259.75,258.78,258.44,260.12,258.29,257.5,263.9,262.25,261.19,0.0,263.87,261.37,262.83,262.92,0.0
352.0,263.26,264.39,261.89,263.38,256.95,259.72,258.69,258.44,260.12,258.26,257.5,263.87,262.22,261.19,260.03,263.84,261.34,262.77,262.89,0.0
353.0,263.2,264.33,261.86,263.32,256.95,259.69,258.63,258.41,260.09,258.23,257.5,263.84,262.19,261.16,260.0,263.81,261.31,262.74,262.86,0.0
354.0,263.17,264.3,261.83,263.26,256.95,259.66,258.53,258.38,260.06,258.2,257.47,263.81,262.16,261.12,259.97,263.78,261.25,262.71,262.83,0.0
355.0,263.14,264.23,261.8,263.23,256.95,259.6,258.47,258.35,260.06,258.17,257.44,263.78,262.13,261.09,259.94,263.72,261.18,262.68,262.8,0.0
356.0,263.08,264.17,261.77,263.17,256.95,259.57,258.41,258.35,260.03,258.17,257.44,263.75,262.07,261.06,259.91,263.69,261.15,262.65,262.77,0.0
357.0,263.02,264.11,261.73,263.14,256.95,259.54,258.38,258.32,260.03,258.17,257.41,263.72,262.04,261.03,0.0,263.66,261.09,262.62,262.74,0.0
358.0,262.98,264.05,261.73,263.08,256.95,259.51,258.38,258.32,260.0,258.14,257.38,263.69,262.01,261.0,0.0,263.62,261.06,262.59,262.71,0.0
359.0,262.95,263.99,261.7,263.02,256.95,259.48,258.35,258.29,259.97,258.11,257.35,263.66,261.95,260.97,259.78,263.59,261.03,262.52,262.71,0.0
360.0,262.92,263.93,261.67,262.98,256.95,259.42,258.32,258.26,259.94,258.08,257.35,263.62,261.89,260.94,259.72,263.56,260.97,262.49,262.71,0.0
361.0,262.89,263.93,261.64,262.95,256.95,259.36,258.32,258.23,259.94,258.08,257.31,263.59,261.86,260.91,259.69,263.53,260.94,262.43,262.68,0.0
362.0,262.86,263.9,261.64,262.89,256.95,259.3,258.29,258.2,259.91,258.08,257.31,263.56,261.83,260.88,259.66,263.47,260.91,262.4,262.68,0.0
363.0,262.8,263.87,261.61,262.83,256.95,259.27,258.26,258.2,259.91,258.05,257.28,263.56,261.77,260.85,259.63,263.44,260.88,262.34,262.68,0.0
364.0,262.74,263.84,261.61,262.77,256.95,259.24,258.26,258.17,259.88,258.05,257.25,263.53,261.73,260.82,259.63,263.41,260.82,262.31,262.65,0.0
