Daily Reservoir trends for India from 01-Jan-2015 to 24-Jan-2021

Dates,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"21-Jun-2019",31.7292,30.171,27.122
"22-Jun-2019",31.8975,30.054,26.444
"23-Jun-2019",32.0698,29.947,26.961
"24-Jun-2019",32.2717,29.923,26.643
"25-Jun-2019",32.4965,29.921,26.515
"26-Jun-2019",32.7925,30.068,26.41
"27-Jun-2019",33.0108,30.165,26.295
"28-Jun-2019",33.7844,30.411,31.327
"29-Jun-2019",33.6719,31.404,26.217
"30-Jun-2019",34.0292,31.908,26.33
"01-Jul-2019",34.2893,32.327,26.444
"02-Jul-2019",34.6205,32.797,26.605
"03-Jul-2019",34.9783,33.019,26.812
"04-Jul-2019",35.3614,33.307,26.983
"05-Jul-2019",36.0167,33.612,27.796
"06-Jul-2019",36.5343,34.089,28.558
"07-Jul-2019",37.0752,34.531,29.889
"08-Jul-2019",37.7643,35.252,31.354
"09-Jul-2019",38.3218,35.842,32.658
"10-Jul-2019",39.2259,36.805,33.807
"11-Jul-2019",40.22,38.212,35.146
"12-Jul-2019",41.1409,39.538,36.176
"13-Jul-2019",42.1465,41.445,36.898
"14-Jul-2019",43.0101,43.39,37.53
"15-Jul-2019",43.9822,45.341,38.26
"16-Jul-2019",44.9753,47.075,38.786
"17-Jul-2019",46.0843,50.056,39.151
"18-Jul-2019",47.23,52.886,39.417
"19-Jul-2019",48.3777,54.793,39.754
"20-Jul-2019",49.548,56.183,39.948
"21-Jul-2019",51.0284,57.942,40.115
"22-Jul-2019",52.5514,60.756,40.714
"23-Jul-2019",54.0444,62.799,40.604
"24-Jul-2019",56.0304,65.368,40.924
"25-Jul-2019",58.1302,66.757,41.249
"26-Jul-2019",59.6772,68.07,41.889
"27-Jul-2019",61.4847,69.495,42.694
"28-Jul-2019",63.0495,70.899,43.724
"29-Jul-2019",64.9233,72.107,45
"30-Jul-2019",66.3469,72.975,47.717
"31-Jul-2019",67.7112,74.393,50.011
"01-Aug-2019",69.7184,74.786,52.947
"02-Aug-2019",71.1831,75.497,55.419
"03-Aug-2019",72.8125,75.663,57.804
"04-Aug-2019",74.7691,76.066,60.393
"05-Aug-2019",76.6946,76.481,63.835
"06-Aug-2019",78.5926,76.974,67.514
"07-Aug-2019",81.2837,77.451,70.407
"08-Aug-2019",83.5607,78.804,76.004
"09-Aug-2019",85.3833,79.805,82.003
"10-Aug-2019",87.2573,80.252,88.533
"11-Aug-2019",88.7002,80.773,93.035
"12-Aug-2019",89.9788,81.468,96.987
"13-Aug-2019",91.4964,82.755,100.727
"14-Aug-2019",92.9666,85.408,104.363
"15-Aug-2019",94.1135,86.226,105.904
"16-Aug-2019",95.5518,87.137,107.703
"17-Aug-2019",96.7347,89.285,109.174
"18-Aug-2019",97.5563,91.317,110.549
"19-Aug-2019",98.9622,91.8,112.557
"20-Aug-2019",100.0847,94.918,114.947
"21-Aug-2019",101.0002,96.599,115.674
"22-Aug-2019",102.165,101.372,119.27
"23-Aug-2019",102.9193,104.247,119.449
"24-Aug-2019",104.1787,105.627,119.9
"25-Aug-2019",104.4657,107.337,120.397
"26-Aug-2019",104.9298,108.669,121.044
"27-Aug-2019",105.8156,109.529,121.992
"28-Aug-2019",106.5795,111.432,122.371
"29-Aug-2019",108.1241,113.943,125.916
"30-Aug-2019",108.7506,113.863,126.172
"31-Aug-2019",109.4793,114.511,126.564
"01-Sep-2019",110.607,115.436,127.067
"02-Sep-2019",110.8597,116.175,127.7
"03-Sep-2019",111.809,117.219,128.244
"04-Sep-2019",112.5281,117.709,129.631
"05-Sep-2019",113.6141,120.6,130.316
"06-Sep-2019",114.7175,119.722,130.499
"07-Sep-2019",114.8429,120.181,131.205
"08-Sep-2019",115.5826,120.642,132.052
"09-Sep-2019",116.1664,121.153,132.422
"10-Sep-2019",117.3189,121.28,133.122
"11-Sep-2019",118.0176,121.617,134.684
"12-Sep-2019",118.1817,124.491,135.614
"13-Sep-2019",118.5477,123.314,136.023
"14-Sep-2019",118.9593,122.915,136.805
"15-Sep-2019",119.7877,122.845,136.98
"16-Sep-2019",119.6678,122.626,137.632
"17-Sep-2019",119.9862,122.381,138.274
"18-Sep-2019",120.8143,123.575,139.182
"19-Sep-2019",121.8801,122.925,140.13
"20-Sep-2019",121.9495,121.469,140.519
"21-Sep-2019",122.649,121.365,140.957
"22-Sep-2019",123.0065,120.931,141.218
"23-Sep-2019",123.2957,121.297,141.508
"24-Sep-2019",123.5893,122.235,141.661
"25-Sep-2019",123.6935,123,141.328
"26-Sep-2019",124.4319,125.136,143.312
"27-Sep-2019",124.4212,123.64,143.377
"28-Sep-2019",124.743,125.11,143.965
"29-Sep-2019",124.8053,124.889,144.198
"30-Sep-2019",124.8148,124.856,144.717
"01-Oct-2019",124.5439,124.634,145.099
"02-Oct-2019",124.6009,124.403,145.396
"03-Oct-2019",124.6853,123.733,146.918
"04-Oct-2019",124.6899,123.458,146.975
"05-Oct-2019",124.4326,122.161,147.181
"06-Oct-2019",124.2353,122.133,147.219
"07-Oct-2019",124.1848,122.163,147.278
"08-Oct-2019",124.0905,121.585,147.335
"09-Oct-2019",123.5878,121.119,142.523
"10-Oct-2019",123.9425,120.589,147.992
"11-Oct-2019",123.8117,120.311,147.984
"12-Oct-2019",123.5865,119.493,147.806
"13-Oct-2019",123.4941,119.14,148.072
"14-Oct-2019",123.4387,118.812,148.034
"15-Oct-2019",123.2679,118.362,147.818
"16-Oct-2019",123.1235,117.937,148.046
"17-Oct-2019",122.9135,117.423,147.59
"18-Oct-2019",122.7658,117.22,147.46
"19-Oct-2019",122.5688,116.888,147.458
"20-Oct-2019",122.4435,116.454,147.481
"21-Oct-2019",122.2346,116.086,147.597
"22-Oct-2019",122.0989,115.897,147.605
"23-Oct-2019",121.835,114.954,147.69
"24-Oct-2019",121.6482,114.564,147.59
"25-Oct-2019",120.8621,114.249,142.751
"26-Oct-2019",120.6206,113.586,142.754
"27-Oct-2019",120.4662,113.19,143.224
"28-Oct-2019",120.7287,112.629,143.106
"29-Oct-2019",119.6285,112.144,136.356
"30-Oct-2019",119.1605,109.552,136.567
"31-Oct-2019",120.4613,111.177,149.08
"01-Nov-2019",120.2156,110.637,149.077
"02-Nov-2019",119.9937,110.013,149.021
"03-Nov-2019",119.7726,109.628,149.113
"04-Nov-2019",119.6239,109.309,149.225
"05-Nov-2019",119.0247,108.779,149.253
"06-Nov-2019",118.9398,108.407,149.184
"07-Nov-2019",118.6397,108.054,148.943
"08-Nov-2019",118.2975,107.822,148.963
"09-Nov-2019",118.113,107.276,149.05
"10-Nov-2019",117.8602,106.926,148.935
"11-Nov-2019",117.5287,106.569,148.859
"12-Nov-2019",117.1723,106.207,148.808
"13-Nov-2019",117.1103,105.684,150.84
"14-Nov-2019",116.725,105.209,150.193
"15-Nov-2019",116.2205,104.837,148.113
"16-Nov-2019",115.8887,104.444,147.613
"17-Nov-2019",115.5752,104.193,147.51
"18-Nov-2019",115.3499,103.959,147.395
"19-Nov-2019",115.0056,103.628,147.214
"20-Nov-2019",114.6395,103.41,146.946
"21-Nov-2019",114.2154,102.343,146.429
"22-Nov-2019",113.526,102.146,145.004
"23-Nov-2019",113.2605,101.896,144.791
"24-Nov-2019",112.928,101.598,144.535
"25-Nov-2019",112.64,101.302,144.338
"26-Nov-2019",112.2791,101.022,143.951
"27-Nov-2019",111.9948,100.676,143.482
"28-Nov-2019",111.7396,100.192,144.162
"29-Nov-2019",111.2416,99.17,143.689
"30-Nov-2019",110.9247,98.864,143.566
"01-Dec-2019",110.5276,98.514,143.45
"02-Dec-2019",110.0567,98.205,141.523
"03-Dec-2019",109.7904,97.852,141.424
"04-Dec-2019",109.4624,97.437,140.981
"05-Dec-2019",109.295,97.072,142.29
"06-Dec-2019",108.7984,96.075,141.597
"07-Dec-2019",108.3945,95.692,141.319
"08-Dec-2019",108.2459,97.639,140.978
"09-Dec-2019",107.8586,97.367,140.389
"10-Dec-2019",107.4639,97.08,140.059
"11-Dec-2019",106.7945,93.818,139.857
"12-Dec-2019",106.3281,93.273,139.188
"13-Dec-2019",105.9758,93.464,138.573
"14-Dec-2019",105.6305,92.874,138.276
"15-Dec-2019",105.1676,92.531,137.71
"16-Dec-2019",104.893,92.206,138.121
"17-Dec-2019",104.4946,91.864,137.857
"18-Dec-2019",103.9509,91.534,137.557
"19-Dec-2019",103.7197,93.554,136.958
"20-Dec-2019",103.0392,90.318,136.636
"21-Dec-2019",102.6762,89.897,136.326
"22-Dec-2019",102.2285,89.57,136.108
"23-Dec-2019",101.7901,89.215,135.766
"24-Dec-2019",101.4197,88.926,135.308
"25-Dec-2019",101.0068,88.541,134.622
"26-Dec-2019",100.555,88.243,134.179
"27-Dec-2019",99.945,87.509,133.838
"28-Dec-2019",99.5211,87.089,133.352
"29-Dec-2019",99.1192,86.82,133.022
"30-Dec-2019",98.7703,87.073,132.815
"31-Dec-2019",98.2315,86.241,132.13
"01-Jan-2020",96.4519,87.509,118.715
"02-Jan-2020",97.4138,87.158,131.289
"03-Jan-2020",96.9366,86.096,131.412
"04-Jan-2020",96.2421,83.188,130.174
"05-Jan-2020",95.7628,82.846,129.731
"06-Jan-2020",95.5518,82.51,129.383
"07-Jan-2020",94.9993,82.185,127.997
"08-Jan-2020",94.6086,81.882,127.425
"09-Jan-2020",94.2601,82.913,127.801
"10-Jan-2020",93.8356,82.83,127.254
"11-Jan-2020",93.265,82.473,127.467
"12-Jan-2020",92.7193,82.134,126.686
"13-Jan-2020",92.3016,81.873,126.41
"14-Jan-2020",91.779,81.482,125.154
"15-Jan-2020",91.3955,81.168,124.813
"16-Jan-2020",90.8257,80.642,124.31
"17-Jan-2020",90.3096,79.859,123.935
"18-Jan-2020",89.8532,79.618,123.578
"19-Jan-2020",89.499,79.201,123.138
"20-Jan-2020",88.9617,78.842,122.781
"21-Jan-2020",88.4767,78.685,121.799
"22-Jan-2020",88.0131,78.056,121.174
"23-Jan-2020",87.5624,77.68,120.841
"24-Jan-2020",87.0898,76.901,120.988
"25-Jan-2020",86.5627,76.627,119.779
"26-Jan-2020",86.0475,76.276,119.255
"27-Jan-2020",85.6526,75.937,118.902
"28-Jan-2020",85.21,75.664,118.419
"29-Jan-2020",84.7958,75.318,118.067
"30-Jan-2020",84.3193,74.669,116.966
"31-Jan-2020",83.2298,74.568,110.286
"01-Feb-2020",82.5964,74.231,109.808
"02-Feb-2020",82.1247,73.907,109.743
"03-Feb-2020",81.6143,73.584,108.997
"04-Feb-2020",81.1348,73.276,108.58
"05-Feb-2020",80.8972,73.032,108.078
"06-Feb-2020",80.9186,72.597,112.494
"07-Feb-2020",80.3399,71.177,112.042
"08-Feb-2020",79.8579,70.941,111.634
"09-Feb-2020",79.3707,70.652,111.242
"10-Feb-2020",78.9485,70.533,110.923
"11-Feb-2020",78.358,70.195,110.528
"12-Feb-2020",77.8932,69.671,109.914
"13-Feb-2020",77.3363,69.337,108.477
"14-Feb-2020",76.7088,68.613,108.033
"15-Feb-2020",76.242,68.257,107.578
"16-Feb-2020",75.9358,68.047,107.055
"17-Feb-2020",75.5374,67.827,106.611
"18-Feb-2020",74.9668,67.642,106.208
"19-Feb-2020",74.555,67.375,105.77
"20-Feb-2020",74.0151,66.043,104.547
"21-Feb-2020",73.28,64.002,103.922
"22-Feb-2020",72.9235,64.691,103.742
"23-Feb-2020",72.4185,64.433,102.306
"24-Feb-2020",71.4207,58.68,102.195
"25-Feb-2020",70.9263,58.393,101.83
"26-Feb-2020",70.6145,57.831,101.106
"27-Feb-2020",70.177,57.472,100.779
"28-Feb-2020",70.1894,62.039,100.399
"29-Feb-2020",70.1716,62.039,100.221
"01-Mar-2020",69.422,62.828,98.283
"02-Mar-2020",69.1198,62.536,98.447
"03-Mar-2020",68.6546,62.256,97.957
"04-Mar-2020",68.3492,62.022,97.439
"05-Mar-2020",67.71,61.754,96.308
"06-Mar-2020",67.3353,61.63,95.751
"07-Mar-2020",66.881,60.573,95.694
"08-Mar-2020",66.3451,59.097,96.077
"09-Mar-2020",65.8156,58.707,94.547
"10-Mar-2020",65.4228,58.38,94.049
"11-Mar-2020",65.0313,58.083,93.596
"12-Mar-2020",64.7695,57.775,92.476
"13-Mar-2020",64.0562,57.509,91.727
"14-Mar-2020",63.6058,56.722,91.438
"15-Mar-2020",63.2934,56.429,91.121
"16-Mar-2020",62.7222,56.074,90.796
"17-Mar-2020",62.2974,55.84,90.481
"18-Mar-2020",62.0706,55.501,90.088
"19-Mar-2020",61.425,55.041,89.539
"20-Mar-2020",60.9666,54.791,88.445
"21-Mar-2020",60.5237,54.571,88.087
"22-Mar-2020",59.8868,52.785,87.819
"23-Mar-2020",59.501,52.527,87.939
"24-Mar-2020",59.1128,52.288,87.734
"25-Mar-2020",58.6994,52.018,86.772
"26-Mar-2020",57.7353,47.289,85.039
"27-Mar-2020",56.4077,42.623,80.248
"28-Mar-2020",56.8779,51.031,79.798
"29-Mar-2020",56.1698,50.697,76.243
"30-Mar-2020",55.705,50.426,75.969
"31-Mar-2020",55.2057,50.186,73.848
"01-Apr-2020",55.3288,49.891,75.166
"02-Apr-2020",55.2867,49.658,79.186
"03-Apr-2020",54.7041,49.168,78.566
"04-Apr-2020",54.4095,48.849,78.557
"05-Apr-2020",54.2017,48.64,78.38
"06-Apr-2020",53.8709,48.812,77.968
"07-Apr-2020",53.411,48.617,77.594
"08-Apr-2020",53.475,48.229,79.663
"09-Apr-2020",53.0101,47.955,79.226
"10-Apr-2020",52.8636,48.719,78.952
"11-Apr-2020",52.5284,48.048,78.952
"12-Apr-2020",51.9952,46.473,78.619
"13-Apr-2020",51.5064,45.48,78.336
"14-Apr-2020",51.2299,46.027,77.056
"15-Apr-2020",50.8964,45.777,76.287
"16-Apr-2020",50.5887,45.509,76.035
"17-Apr-2020",50.3774,44.989,76.043
"18-Apr-2020",50.0203,44.725,75.572
"19-Apr-2020",49.6328,44.396,75.456
"20-Apr-2020",49.3462,44.028,74.901
"21-Apr-2020",48.9781,44.255,73.69
"22-Apr-2020",48.9627,44.045,73.525
"23-Apr-2020",48.4754,43.38,73.147
"24-Apr-2020",48.1778,42.935,72.952
"25-Apr-2020",47.9311,42.734,72.386
"26-Apr-2020",47.5226,43.005,72.386
"27-Apr-2020",47.2766,42.786,72.191
"28-Apr-2020",46.8694,42.566,71.633
"29-Apr-2020",46.8353,42.37,69.958
"30-Apr-2020",46.4667,41.878,69.978
"01-May-2020",46.2001,41.966,69.705
"02-May-2020",45.9263,41.217,69.414
"03-May-2020",45.6463,41.395,69.387
"04-May-2020",45.2035,41.389,69.077
"05-May-2020",44.8971,40.901,68.339
"06-May-2020",44.6537,40.652,68.393
"07-May-2020",44.3827,40.301,68.144
"08-May-2020",43.9813,39.854,67.901
"09-May-2020",43.5612,39.612,67.505
"10-May-2020",42.776,35.494,67.08
"11-May-2020",42.5195,35.863,66.784
"12-May-2020",42.2751,35.555,66.21
"13-May-2020",42.2058,35.801,64.403
"14-May-2020",41.7657,36.749,64.045
"15-May-2020",41.518,36.659,63.708
"16-May-2020",41.12,36.298,63.388
"17-May-2020",40.9063,35.984,63.127
"18-May-2020",40.5059,35.696,62.74
"19-May-2020",40.1015,36.021,62.288
"20-May-2020",40.0831,35.542,61.335
"21-May-2020",39.6453,34.628,60.549
"22-May-2020",39.2705,34.296,60.271
"23-May-2020",38.9012,33.62,60
"24-May-2020",38.7196,33.887,60.046
"25-May-2020",38.4434,33.683,59.336
"26-May-2020",38.011,32.733,57.757
"27-May-2020",38.0361,32.453,58.878
"28-May-2020",37.5401,32.155,57.63
"29-May-2020",37.3882,31.549,57.745
"30-May-2020",36.9562,31.665,56.366
"31-May-2020",36.9716,31.453,56.703
"01-Jun-2020",36.5488,31.296,56.174
"02-Jun-2020",36.3894,31.136,56.091
"03-Jun-2020",36.4359,30.96,55.639
"04-Jun-2020",35.8277,30.867,55.111
"05-Jun-2020",35.8161,30.456,55.018
"06-Jun-2020",35.5999,30.495,55.135
"07-Jun-2020",35.4446,30.324,54.934
"08-Jun-2020",35.2536,30.012,54.692
"09-Jun-2020",35.1033,29.843,54.267
"10-Jun-2020",34.9646,29.628,53.884
"11-Jun-2020",34.8222,29.446,53.275
"12-Jun-2020",34.8484,29.343,53.514
"13-Jun-2020",34.7642,29.227,53.283
"14-Jun-2020",34.576,28.276,52.3
"15-Jun-2020",34.6275,28.112,52.632
"16-Jun-2020",34.5022,28.007,52.361
"17-Jun-2020",34.5918,27.892,52.456
"18-Jun-2020",34.7073,27.651,52.671
"19-Jun-2020",34.654,27.447,52.066
"20-Jun-2020",34.7713,27.27,53.096
"21-Jun-2020",34.8885,27.122,53.379
"22-Jun-2020",35.1648,26.444,54.444
"23-Jun-2020",35.3526,26.961,54.585
"24-Jun-2020",35.5843,26.643,54.958
"25-Jun-2020",35.8624,26.515,55.68
"26-Jun-2020",36.152,26.41,55.767
"27-Jun-2020",36.3605,26.295,55.754
"28-Jun-2020",37.1224,31.327,55.736
"29-Jun-2020",37.0184,26.217,55.753
"30-Jun-2020",37.3458,26.33,55.759
"01-Jul-2020",37.4305,26.444,54.285
"02-Jul-2020",37.7501,26.605,54.403
"03-Jul-2020",38.0751,26.812,54.385
"04-Jul-2020",38.4003,26.983,54.249
"05-Jul-2020",39.0625,27.796,54.801
"06-Jul-2020",39.5764,28.558,55.291
"07-Jul-2020",40.1477,29.889,56.168
"08-Jul-2020",40.7833,31.354,56.422
"09-Jul-2020",41.373,32.658,57.357
"10-Jul-2020",42.2645,33.807,57.774
"11-Jul-2020",43.3003,35.146,58.589
"12-Jul-2020",44.2087,36.176,58.855
"13-Jul-2020",45.2712,36.898,59.944
"14-Jul-2020",46.1405,37.53,60.347
"15-Jul-2020",47.1635,38.26,61.202
"16-Jul-2020",48.1813,38.786,61.865
"17-Jul-2020",49.3381,39.151,62.566
"18-Jul-2020",50.5944,39.417,64.011
"19-Jul-2020",51.6312,39.754,63.702
"20-Jul-2020",52.803,39.948,64.11
"21-Jul-2020",54.2964,40.115,64.899
"22-Jul-2020",55.8083,40.714,65.656
"23-Jul-2020",57.2694,40.604,66.2
"24-Jul-2020",59.2304,40.924,66.711
"25-Jul-2020",61.2456,41.249,67.079
"26-Jul-2020",62.6604,41.889,67.53
"27-Jul-2020",64.1922,42.694,68.09
"28-Jul-2020",65.6705,43.724,68.962
"29-Jul-2020",67.2015,45,69.418
"30-Jul-2020",68.4981,47.717,69.843
"31-Jul-2020",69.6995,50.011,70.277
"01-Aug-2020",71.3482,52.947,70.776
"02-Aug-2020",72.6082,55.419,71.119
"03-Aug-2020",74.109,57.804,72.061
"04-Aug-2020",75.9234,60.393,73.282
"05-Aug-2020",77.8593,63.835,75.705
"06-Aug-2020",79.7568,67.514,77.703
"07-Aug-2020",82.4925,70.407,80.197
"08-Aug-2020",84.769,76.004,82.473
"09-Aug-2020",86.6267,82.003,84.561
"10-Aug-2020",88.6323,88.533,86.466
"11-Aug-2020",90.293,93.035,89.621
"12-Aug-2020",91.7099,96.987,91.959
"13-Aug-2020",93.3103,100.727,93.97
"14-Aug-2020",94.8865,104.363,95.978
"15-Aug-2020",96.1632,105.904,98.247
"16-Aug-2020",97.7541,107.703,100.815
"17-Aug-2020",99.1988,109.174,104.886
"18-Aug-2020",100.0398,110.549,106.327
"19-Aug-2020",101.6458,112.557,109.383
"20-Aug-2020",102.873,114.947,111.683
"21-Aug-2020",103.9751,115.674,114.951
"22-Aug-2020",105.3985,119.27,118.768
"23-Aug-2020",106.3167,119.449,121.256
"24-Aug-2020",107.5939,119.9,122.971
"25-Aug-2020",107.5505,120.397,121.539
"26-Aug-2020",108.6107,121.044,128.486
"27-Aug-2020",109.4439,121.992,129.316
"28-Aug-2020",110.0962,122.371,129.762
"29-Aug-2020",111.5531,125.916,130.462
"30-Aug-2020",112.09,126.172,131.067
"31-Aug-2020",112.8697,126.564,133.133
"01-Sep-2020",113.8709,127.067,133.408
"02-Sep-2020",114.177,127.7,135.075
"03-Sep-2020",115.0632,128.244,135.626
"04-Sep-2020",115.7259,129.631,136.315
"05-Sep-2020",116.7232,130.316,136.75
"06-Sep-2020",117.7241,130.499,136.972
"07-Sep-2020",117.7979,131.205,137.677
"08-Sep-2020",118.3766,132.052,137.592
"09-Sep-2020",118.8207,132.422,137.939
"10-Sep-2020",119.7726,133.122,138.305
"11-Sep-2020",120.3301,134.684,138.599
"12-Sep-2020",120.4467,135.614,138.999
"13-Sep-2020",120.7437,136.023,139.393
"14-Sep-2020",121.1255,136.805,139.67
"15-Sep-2020",121.9789,136.98,140.165
"16-Sep-2020",121.819,137.632,140.417
"17-Sep-2020",122.0954,138.274,140.358
"18-Sep-2020",122.8972,139.182,140.518
"19-Sep-2020",123.9117,140.13,140.507
"20-Sep-2020",123.9267,140.519,140.558
"21-Sep-2020",124.5626,140.957,140.347
"22-Sep-2020",124.9644,141.218,141.026
"23-Sep-2020",125.2735,141.508,142.077
"24-Sep-2020",125.5987,141.661,142.478
"25-Sep-2020",125.7476,141.328,142.882
"26-Sep-2020",126.4248,143.312,142.749
"27-Sep-2020",126.3848,143.377,142.55
"28-Sep-2020",126.7076,143.965,142.629
"29-Sep-2020",126.7854,144.198,143.171
"30-Sep-2020",126.7937,144.717,143.385
"01-Oct-2020",126.5243,145.099,143.192
"02-Oct-2020",126.5884,145.396,143.191
"03-Oct-2020",126.6667,146.918,143.256
"04-Oct-2020",126.6647,146.975,143.294
"05-Oct-2020",126.4125,147.181,143.344
"06-Oct-2020",126.2647,147.219,143.698
"07-Oct-2020",126.1983,147.278,143.598
"08-Oct-2020",126.0912,147.335,143.55
"09-Oct-2020",125.5848,142.523,143.55
"10-Oct-2020",125.9368,147.992,143.52
"11-Oct-2020",125.8092,147.984,143.52
"12-Oct-2020",125.6288,147.806,143.804
"13-Oct-2020",125.1353,148.072,139.562
"14-Oct-2020",125.5175,148.034,143.69
"15-Oct-2020",125.3287,147.818,143.296
"16-Oct-2020",125.2713,148.046,143.587
"17-Oct-2020",125.0713,147.59,143.578
"18-Oct-2020",124.96,147.46,143.594
"19-Oct-2020",124.7653,147.458,143.556
"20-Oct-2020",124.6813,147.481,143.603
"21-Oct-2020",124.4371,147.597,143.116
"22-Oct-2020",124.3072,147.605,143.116
"23-Oct-2020",124.0392,147.69,143.024
"24-Oct-2020",123.8203,147.59,143.024
"25-Oct-2020",123.0527,142.751,143.012
"26-Oct-2020",122.8014,142.754,142.886
"27-Oct-2020",122.6053,143.224,142.598
"28-Oct-2020",122.8563,143.106,142.383
"29-Oct-2020",121.7551,136.356,142.205
"30-Oct-2020",121.261,136.567,141.892
"31-Oct-2020",122.5289,149.08,141.625
"01-Nov-2020",122.2284,149.077,141.515
"02-Nov-2020",121.9857,149.021,141.227
"03-Nov-2020",121.4776,149.113,138.299
"04-Nov-2020",121.5635,149.225,140.259
"05-Nov-2020",120.9396,149.253,140.052
"06-Nov-2020",120.8176,149.184,139.9
"07-Nov-2020",120.5022,148.943,139.767
"08-Nov-2020",120.1377,148.963,139.615
"09-Nov-2020",119.9487,149.05,139.427
"10-Nov-2020",119.6073,148.935,138.698
"11-Nov-2020",119.2292,148.859,138.158
"12-Nov-2020",118.8158,148.808,137.588
"13-Nov-2020",118.7448,150.84,137.639
"14-Nov-2020",118.3408,150.193,137.441
"15-Nov-2020",117.8121,148.113,137.247
"16-Nov-2020",117.4671,147.613,137.027
"17-Nov-2020",117.1299,147.51,136.756
"18-Nov-2020",116.8131,147.395,136.005
"19-Nov-2020",116.4398,147.214,135.851
"20-Nov-2020",116.0534,146.946,135.53
"21-Nov-2020",115.5937,146.429,135.272
"22-Nov-2020",114.9853,145.004,136.076
"23-Nov-2020",114.5638,144.791,134.488
"24-Nov-2020",114.1966,144.535,134.033
"25-Nov-2020",113.8672,144.338,133.703
"26-Nov-2020",113.4897,143.951,133.56
"27-Nov-2020",113.1984,143.482,133.47
"28-Nov-2020",112.9255,144.162,133.266
"29-Nov-2020",112.4269,143.689,133.185
"30-Nov-2020",111.6292,143.566,128.151
"01-Dec-2020",111.6488,143.45,132.164
"02-Dec-2020",111.1162,141.523,131.395
"03-Dec-2020",110.8371,141.424,130.991
"04-Dec-2020",110.5303,140.981,130.984
"05-Dec-2020",110.3928,142.29,130.984
"06-Dec-2020",109.8437,141.597,130.224
"07-Dec-2020",109.4384,141.319,129.93
"08-Dec-2020",109.2935,140.978,129.78
"09-Dec-2020",108.8273,140.389,128.847
"10-Dec-2020",108.4033,140.059,128.242
"11-Dec-2020",107.7611,139.857,128.241
"12-Dec-2020",107.2538,139.188,127.519
"13-Dec-2020",106.8932,138.573,127.14
"14-Dec-2020",106.5308,138.276,126.804
"15-Dec-2020",106.1088,137.71,126.557
"16-Dec-2020",105.7573,138.121,125.617
"17-Dec-2020",105.3676,137.857,125.302
"18-Dec-2020",104.8257,137.557,124.957
"19-Dec-2020",104.6127,136.958,124.767
"20-Dec-2020",103.9337,136.636,124.43
"21-Dec-2020",103.5689,136.326,123.998
"22-Dec-2020",103.1037,136.108,123.458
"23-Dec-2020",102.5987,135.766,122.434
"24-Dec-2020",102.2139,135.308,121.939
"25-Dec-2020",101.7948,134.622,121.542
"26-Dec-2020",101.3294,134.179,121.131
"27-Dec-2020",100.7222,133.838,120.837
"28-Dec-2020",100.2993,133.352,120.308
"29-Dec-2020",99.8713,133.022,119.519
"30-Dec-2020",99.5128,132.815,118.715
"31-Dec-2020",98.8875,132.13,118.095
"01-Jan-2021",97.1757,118.715,117.699
"02-Jan-2021",98.1282,131.289,117.262
"03-Jan-2021",97.6338,131.412,116.834
"04-Jan-2021",96.9427,130.174,116.426
"05-Jan-2021",96.4453,129.731,115.901
"06-Jan-2021",96.1987,129.383,115.156
"07-Jan-2021",95.6352,127.997,114.664
"08-Jan-2021",95.2607,127.425,114.38
"09-Jan-2021",94.9217,127.801,114.079
"10-Jan-2021",94.5105,127.254,113.725
"11-Jan-2021",93.9807,127.467,113.413
"12-Jan-2021",93.4681,126.686,112.898
"13-Jan-2021",93.0234,126.41,112.21
"14-Jan-2021",92.5214,125.154,111.888
"15-Jan-2021",92.1614,124.813,111.572
"16-Jan-2021",91.5973,124.31,111.208
"17-Jan-2021",91.0869,123.935,110.857
"18-Jan-2021",90.6807,123.578,110.473
"19-Jan-2021",90.2871,123.138,109.591
"20-Jan-2021",89.6906,122.781,108.311
"21-Jan-2021",89.2393,121.799,108.132
"22-Jan-2021",88.814,121.174,108.054
"23-Jan-2021",88.4083,120.841,107.986
"24-Jan-2021",88.009,120.988,107.933
